gbifID;datasetKey;occurrenceID;scientificName;verbatimScientificName;locality;stateProvince;publishingOrgKey;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;elevation;elevationAccuracy;eventDate;basisOfRecord;institutionCode;collectionCode;catalogNumber;identifiedBy;dateIdentified;license;recordedBy;typeStatus;establishmentMeans;lastInterpreted;mediaType;issue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702391652;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:645313;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Nedre Eiker: Bremsa: Bremsa SØ for Bremsetjønn;Buskerud;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.7131;10.0662;7.0;;;;2014-06-20T00:00:00Z;PRESERVED_SPECIMEN;O;V;645313;Malene Nygård, Heidi Solstad, Reidar Elven;2014-06-20T00:00:00Z;CC_BY_4_0;Malene Nygård, Heidi Solstad, Reidar Elven;;;2019-09-27T08:09:46.953Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702391602;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:645284;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Lier: Finnemarka: Lamyr;Buskerud;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.834;10.1685;707.0;;;;2014-06-19T00:00:00Z;PRESERVED_SPECIMEN;O;V;645284;Malene Nygård, Heidi Solstad, Reidar Elven;2014-06-19T00:00:00Z;CC_BY_4_0;Malene Nygård, Heidi Solstad, Reidar Elven;;;2019-09-27T08:09:47.268Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702391592;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:645321;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Nedre Eiker: Bremsa: Rismyr SØ for Sagdammen, NV-delen;Buskerud;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.7056;10.0797;7.0;;;;2014-06-20T00:00:00Z;PRESERVED_SPECIMEN;O;V;645321;Malene Nygård, Heidi Solstad, Reidar Elven;2014-06-20T00:00:00Z;CC_BY_4_0;Malene Nygård, Heidi Solstad, Reidar Elven;;;2019-09-27T08:09:48.538Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702391587;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:645266;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Lier: Finnemarka: lia Ø for Haskollsetra;Buskerud;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.8482;10.1471;1.0;;;;2014-06-18T00:00:00Z;PRESERVED_SPECIMEN;O;V;645266;Malene Nygård, Heidi Solstad, Reidar Elven;2014-06-18T00:00:00Z;CC_BY_4_0;Malene Nygård, Heidi Solstad, Reidar Elven;;;2019-09-27T08:09:47.428Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702391531;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:645265;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Lier: Finnemarka: lia Ø for Haskollsetra;Buskerud;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.8482;10.1471;1.0;;;;2014-06-18T00:00:00Z;PRESERVED_SPECIMEN;O;V;645265;Malene Nygård, Heidi Solstad, Reidar Elven;2014-06-18T00:00:00Z;CC_BY_4_0;Malene Nygård, Heidi Solstad, Reidar Elven;;;2019-09-27T08:09:47.200Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701481023;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:608480;Carex jemtlandica (Palmgr.) Palmgr.;Carex cf. jemtlandica;Øvre Eiker: Myr v. Svendsrud;Buskerud;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.7499;9.85407;19758.0;;;;1957-08-12T00:00:00Z;PRESERVED_SPECIMEN;O;V;608480;R. Elven;1992-09-26T00:00:00Z;CC_BY_4_0;Jon Kaasa;;;2019-09-27T08:09:33.134Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702026770;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:185047;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Lier: Finnemarka, Lamyr.;Buskerud;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.834;10.1685;707.0;;401.5;1.5;1993-07-06T00:00:00Z;PRESERVED_SPECIMEN;O;V;185047;Reidar Elven;2013-01-01T00:00:00Z;CC_BY_4_0;Anne Elven, Reidar Elven;;;2019-09-27T08:04:37.791Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702021632;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:177869;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Haugsetertjønn rikmyr ved utløpet på NV-sida;Buskerud;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.6999;10.0927;707.0;;;;1999-07-19T00:00:00Z;PRESERVED_SPECIMEN;O;V;177869;Reidar Elven;1999-07-19T00:00:00Z;CC_BY_4_0;Reidar Elven;;;2019-09-27T08:04:34.932Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701930557;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:84867;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;NW f Grunntjern, i ekstremrik mykmatte;Buskerud;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;60.1503;10.33;71.0;;;;1968-08-12T00:00:00Z;PRESERVED_SPECIMEN;O;V;84867;Reidar Elven;1996-01-01T00:00:00Z;CC_BY_4_0;Rune Halvorsen;;;2019-09-27T08:10:20.700Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701800444;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:177865;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Haugsetertjønn;Buskerud;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.6999;10.0927;707.0;;;;1999-07-19T00:00:00Z;PRESERVED_SPECIMEN;O;V;177865;Reidar Elven;1999-07-19T00:00:00Z;CC_BY_4_0;Reidar Elven;;;2019-09-27T08:04:33.614Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20655839;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:75526;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Finnemarka: Ringemyr NV f Horntjønn,;Buskerud;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.9668;10.2268;707.0;;455.0;;1993-09-03T00:00:00Z;PRESERVED_SPECIMEN;O;V;75526;Reidar Elven;1993-09-03T00:00:00Z;CC_BY_4_0;Reidar Elven;;;2019-09-27T08:10:06.634Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701856136;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:366613;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Drevsjø, Lillebo, kalkkärr;Hedmark;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;61.97718;11.92772;45090.0;;;;1922-07-25T00:00:00Z;PRESERVED_SPECIMEN;O;V;366613;Alvar Palmgren;;CC_BY_4_0;Gunnar Samuelsson;;;2019-09-27T08:07:29.036Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701856082;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:366608;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Drevsjø, Lillebo, kalkkärr;Hedmark;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;61.97718;11.92772;45090.0;;;;1922-07-25T00:00:00Z;PRESERVED_SPECIMEN;O;V;366608;Alvar Palmgren;1954-01-01T00:00:00Z;CC_BY_4_0;Gunnar Samuelsson;;;2019-09-27T08:07:28.242Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1323834490;d0aa984e-c6d3-45ee-8fc0-df1df8f4126b;urn:catalog:TROM:V:75261;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Drevsjø: Lillebo.;Hedmark;689b40c4-ff31-4cd0-83a5-a7a828f1cd92;61.8748;12.1567;707.0;;;;1922-07-25T00:00:00Z;PRESERVED_SPECIMEN;TROM;V;75261;Alvar Palmgren;1947-01-01T00:00:00Z;CC_BY_4_0;Gunnar Samuelsson;;;2019-09-20T17:27:06.446Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1144204987;4db619a6-9429-4bef-90c9-06cc90c39552;urn:catalog:BG:S:78702;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Engerdal: Drevsjø, Lillebo.;Hedmark;3f3967bf-ecc7-4455-ba89-4e0ab6d6fd3c;61.8748;12.1567;1581.0;;;;1922-07-25T00:00:00Z;PRESERVED_SPECIMEN;BG;S;78702;Alvar Palmgren;1935-01-01T00:00:00Z;CC_BY_4_0;Gunnar Samuelsson;;;2019-09-20T17:27:06.444Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187117893;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:170673;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;nf. Lillebo, ved Vurrusjøen;Hedmark;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;61.8748;12.1567;707.0;;665.0;;1970-07-08T00:00:00Z;PRESERVED_SPECIMEN;TRH;V;170673;Asbjørn Moen, Berit Forbord Moen;1970-07-08T00:00:00Z;CC_BY_4_0;Asbjørn Moen, Berit Forbord Moen;;;2019-09-20T17:27:06.446Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702243724;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:37857;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;nær Tylldal kirke;Hedmark;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;62.1394;10.7935;1118.0;;490.0;;1960-07-31T00:00:00Z;PRESERVED_SPECIMEN;O;V;37857;Finn Wischmann;1960-07-31T00:00:00Z;CC_BY_4_0;Finn Wischmann;;;2019-09-27T08:07:33.797Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702392507;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:646085;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Tolga: SV for Knappåssetran;Hedmark;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;62.4058;11.1446;7.0;;;;2014-07-16T00:00:00Z;PRESERVED_SPECIMEN;O;V;646085;Heidi Solstad, Reidar Elven;2014-07-16T00:00:00Z;CC_BY_4_0;Heidi Solstad, Reidar Elven;;;2019-09-27T08:09:46.473Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701706126;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:646078;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Os: Siksjølia øst;Hedmark;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;62.3345;11.6293;7.0;;;;2014-07-16T00:00:00Z;PRESERVED_SPECIMEN;O;V;646078;Heidi Solstad, Reidar Elven;2014-07-16T00:00:00Z;CC_BY_4_0;Heidi Solstad, Reidar Elven;;;2019-09-27T08:09:47.315Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702231526;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:35068;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;"Tynset (Tyldal); myr ved Enga";Hedmark;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;62.1379;10.7933;1118.0;;500.0;;1960-08-01T00:00:00Z;PRESERVED_SPECIMEN;O;V;35068;Jan Erik Eriksen;1995-01-01T00:00:00Z;CC_BY_4_0;Finn Wischmann;;;2019-09-27T08:07:22.014Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702192648;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:283059;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Siksjølia (N-sida av Siksjøen), V for gården, S for veien.  Rike bakkemyrer, mest i lausbotn m/ Juncus alpinoarticulatus, Eriophorum latifolium, Carex panicea, Eleocharis quinqueflora.  Spredt nedover hele myra, men bare sett her.;Hedmark;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;62.3335;11.6277;361.0;;730.0;20.0;2001-07-20T00:00:00Z;PRESERVED_SPECIMEN;O;V;283059;Jan Erik Eriksen;2001-07-20T00:00:00Z;CC_BY_4_0;Jan Erik Eriksen;;;2019-09-27T08:06:49.830Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702166930;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:242607;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Stormyr;Hedmark;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;61.7698;11.7008;707.0;;;;1997-07-13T00:00:00Z;PRESERVED_SPECIMEN;O;V;242607;Jan Erik Eriksen;2004-09-15T00:00:00Z;CC_BY_4_0;Finn Wischmann;;;2019-09-27T08:06:28.146Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702002090;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:147762;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;"Engerdal: Lillebo; odden SV for Tjernli";Hedmark;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;61.874;12.1444;71.0;;666.0;;2002-07-24T00:00:00Z;PRESERVED_SPECIMEN;O;V;147762;Jan Erik Eriksen;2002-10-18T00:00:00Z;CC_BY_4_0;Finn Wischmann, Leif Galten, NBF/Ø;;;2019-09-27T08:04:17.358Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701854159;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:35058;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;myr på åsen ml. Kjemsjøen og Storsjøen;Hedmark;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;61.5625;11.1554;707.0;;550.0;;1983-08-23T00:00:00Z;PRESERVED_SPECIMEN;O;V;35058;Jan Erik Eriksen;1995-01-01T00:00:00Z;CC_BY_4_0;Finn Wischmann;;;2019-09-27T08:07:22.636Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701502863;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:91444;Carex jemtlandica (Palmgr.) Palmgr.;Carex jemtlandica;Knappåssetrene, myrer WNW for setrene;Hedmark;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;62.4062;11.149;430.0;;780.0;20.0;1994-07-26T00:00:00Z;PRESERVED_SPECIMEN;O;V;91444;Jan Erik Eriksen;1994-01-01T00:00:00Z;CC_BY_4_0;Reidar Elven, Anne Elven;;;2019-09-27T08:10:23.588Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
