gbifID;datasetKey;occurrenceID;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;scientificName;verbatimScientificName;verbatimScientificNameAuthorship;countryCode;locality;stateProvince;identifiedBy;occurrenceStatus;individualCount;publishingOrgKey;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;elevation;elevationAccuracy;depth;depthAccuracy;eventDate;day;month;year;taxonKey;speciesKey;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordNumber;identifiedBy;dateIdentified;license;rightsHolder;recordedBy;typeStatus;establishmentMeans;lastInterpreted;mediaType;issue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701328247;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:32092;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Tromsdalen, myr N for Skreppåsen og Tromsdalsvegen;Nord-Trøndelag;Asbjørn Moen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;63.7376;11.6793;71.0;;175.0;;;;2011-09-10T00:00:00Z;10;9;2011;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;32092;;Asbjørn Moen;;CC_BY_4_0;;Anders Lyngstad;;;2019-09-20T17:27:23.458Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701304987;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:207657;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Levanger. N. for Ramsåsen;Nord-Trøndelag;Asbjørn Moen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;63.7239;11.5817;1118.0;;200.0;;;;1969-07-20T00:00:00Z;20;7;1969;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;207657;;Asbjørn Moen;1969-07-20T00:00:00Z;CC_BY_4_0;;Asbjørn Moen;;;2019-09-20T17:27:22.935Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701254228;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:207642;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Lømsen, S. for vatnet;Nord-Trøndelag;Asbjørn Moen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;64.0798;11.512;707.0;;50.0;;;;1969-07-22T00:00:00Z;22;7;1969;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;207642;6987;Asbjørn Moen;1969-07-22T00:00:00Z;CC_BY_4_0;;Asbjørn Moen;;;2019-09-20T17:27:22.965Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701238274;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:207640;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Lømsen, S. for vatnet;Nord-Trøndelag;Asbjørn Moen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;64.0977;11.5136;707.0;;50.0;;;;1969-07-22T00:00:00Z;22;7;1969;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;207640;6980;Asbjørn Moen;1969-07-22T00:00:00Z;CC_BY_4_0;;Asbjørn Moen;;;2019-09-20T17:27:22.880Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701226911;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:207671;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Brekkmyra;Nord-Trøndelag;Asbjørn Moen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;63.6148;10.7849;707.0;;180.0;;;;1971-09-06T00:00:00Z;6;9;1971;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;207671;7122;Asbjørn Moen;1971-09-06T00:00:00Z;CC_BY_4_0;;Asbjørn Moen;;;2019-09-20T17:27:22.857Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187118428;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:207667;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;N. for Ramsåsen;Nord-Trøndelag;Asbjørn Moen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;63.7239;11.5817;1118.0;;190.0;;;;1968-07-20T00:00:00Z;20;7;1968;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;207667;6969;Asbjørn Moen;1968-07-20T00:00:00Z;CC_BY_4_0;;Asbjørn Moen;;;2019-09-20T17:27:22.852Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187118427;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:207666;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;N. for Ramsåsen;Nord-Trøndelag;Asbjørn Moen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;63.7239;11.5817;1118.0;;190.0;;;;1969-07-20T00:00:00Z;20;7;1969;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;207666;6969;Asbjørn Moen;1969-07-20T00:00:00Z;CC_BY_4_0;;Asbjørn Moen;;;2019-09-20T17:27:22.955Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187118426;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:207665;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Ø. for Holdertjønna;Nord-Trøndelag;Asbjørn Moen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;63.6757;11.5166;707.0;;300.0;;;;1969-07-20T00:00:00Z;20;7;1969;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;207665;6968;Asbjørn Moen;1969-07-20T00:00:00Z;CC_BY_4_0;;Asbjørn Moen;;;2019-09-20T17:27:22.854Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187118424;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:207663;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Ø. for Holdertjønna;Nord-Trøndelag;Asbjørn Moen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;63.6757;11.5166;707.0;;300.0;;;;1969-07-20T00:00:00Z;20;7;1969;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;207663;6966;Asbjørn Moen;1969-07-20T00:00:00Z;CC_BY_4_0;;Asbjørn Moen;;;2019-09-20T17:27:22.848Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187118409;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:207649;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Snåsa, Kvam, Noemmyr s. for vegen;Nord-Trøndelag;Asbjørn Moen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;64.1525;11.6379;707.0;;;;;;1969-07-22T00:00:00Z;22;7;1969;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;207649;;Asbjørn Moen;1969-07-22T00:00:00Z;CC_BY_4_0;;Asbjørn Moen;;;2019-09-20T17:27:22.861Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187118403;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:207643;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Stormyra;Nord-Trøndelag;Asbjørn Moen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;63.9693;11.6656;707.0;;80.0;;;;1973-08-22T00:00:00Z;22;8;1973;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;207643;73107;Asbjørn Moen;1973-08-22T00:00:00Z;CC_BY_4_0;;Asbjørn Moen;;;2019-09-20T17:27:22.845Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187118401;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:207641;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Ø. for Svarva;Nord-Trøndelag;Asbjørn Moen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;64.0986;11.4624;1118.0;;;;;;1969-07-22T00:00:00Z;22;7;1969;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;207641;6985;Asbjørn Moen;1969-07-22T00:00:00Z;CC_BY_4_0;;Asbjørn Moen;;;2019-09-20T17:27:22.847Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701779528;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:207631;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Forradalen, 500 m S. for Åsantjønna;Nord-Trøndelag;Asbjørn Moen, Arnfinn Skogen, Kjell Ivar Flatberg;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;62.6107;11.309;707.0;;300.0;;;;1969-06-29T00:00:00Z;29;6;1969;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;207631;6934;Asbjørn Moen, Arnfinn Skogen, Kjell Ivar Flatberg;1969-06-29T00:00:00Z;CC_BY_4_0;;Asbjørn Moen, Arnfinn Skogen, Kjell Ivar Flatberg;;;2019-09-20T17:27:23.069Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701765291;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:304710;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Myrene S for Mulevoll;Nord-Trøndelag;Asbjørn Moen, et al.;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;63.6298;11.5731;707.0;;;;;;1972-07-20T00:00:00Z;20;7;1972;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;304710;72192;Asbjørn Moen, et al.;1972-07-20T00:00:00Z;CC_BY_4_0;;Asbjørn Moen, et al.;;;2019-09-20T17:27:23.278Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701260983;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:28162;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Kalvøya;Nord-Trøndelag;Asbjørn Moen, Liv Sigrid Nilsen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;64.9688;10.844;71.0;;6.0;;;;2001-06-28T00:00:00Z;28;6;2001;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;28162;;Asbjørn Moen, Liv Sigrid Nilsen;2001-06-28T00:00:00Z;CC_BY_4_0;;Asbjørn Moen, Liv Sigrid Nilsen;;;2019-09-20T17:27:22.916Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187117781;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:11585;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Hesthagan (v/Abelvær);Nord-Trøndelag;Asbjørn Moen, Liv Sigrid Nilsen;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;64.7416;11.2162;707.0;;5.0;;;;1998-07-20T00:00:00Z;20;7;1998;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;11585;;Asbjørn Moen, Liv Sigrid Nilsen;1998-07-20T00:00:00Z;CC_BY_4_0;;Asbjørn Moen, Liv Sigrid Nilsen;;;2019-09-20T17:27:22.894Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701227711;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:304608;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Volvsjøen;Nord-Trøndelag;Asbjørn Moen, Lucie Kjelvik;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;63.6664;11.536;707.0;;470.0;;;;1972-07-06T00:00:00Z;6;7;1972;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;304608;72122;Asbjørn Moen, Lucie Kjelvik;1972-07-06T00:00:00Z;CC_BY_4_0;;Asbjørn Moen, Lucie Kjelvik;;;2019-09-20T17:27:22.818Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701564871;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:247494;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Hestsjøen, N-siden;Nord-Trøndelag;Eli Fremstad;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;63.4977;11.0299;71.0;;180.0;;;;2007-07-27T00:00:00Z;27;7;2007;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;247494;;Eli Fremstad;2007-07-27T00:00:00Z;CC_BY_4_0;;Eli Fremstad;;;2019-09-20T17:27:23.022Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701271772;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:48945;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Lauvøya, Elvåstjønna;Nord-Trøndelag;Eli Fremstad;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;64.9323;11.3388;71.0;;13.0;;;;2009-07-23T00:00:00Z;23;7;2009;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;48945;;Eli Fremstad;2009-07-23T00:00:00Z;CC_BY_4_0;;Eli Fremstad;;;2019-09-20T17:27:22.876Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701854355;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:35707;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;E for Foldereid kirke;Nord-Trøndelag;Finn Wischmann;;;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;64.9634;12.1935;707.0;;;;;;1963-07-16T00:00:00Z;16;7;1963;2725388;2725388;PRESERVED_SPECIMEN;O;V;35707;;Finn Wischmann;1963-07-16T00:00:00Z;CC_BY_4_0;;Finn Wischmann;;;2019-09-27T08:07:25.230Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701962572;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:252506;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Østsida av Langvatnet;Nord-Trøndelag;Håkon Holien;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;64.0731;11.559;7.0;;210.0;;;;2012-07-14T00:00:00Z;14;7;2012;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;252506;;Håkon Holien;2012-07-14T00:00:00Z;CC_BY_4_0;;Håkon Holien;;;2019-09-20T17:27:23.439Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701321227;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:33257;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Sør for Lømsen mellom Oksåsbekken og Saursaunmyra;Nord-Trøndelag;Håkon Holien;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;64.0914;11.5141;7.0;;50.0;;;;2011-07-19T00:00:00Z;19;7;2011;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;33257;;Håkon Holien;;CC_BY_4_0;;Håkon Holien;;;2019-09-20T17:27:22.948Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
