gbifID;datasetKey;occurrenceID;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;scientificName;verbatimScientificName;verbatimScientificNameAuthorship;countryCode;locality;stateProvince;identifiedBy;occurrenceStatus;individualCount;publishingOrgKey;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;elevation;elevationAccuracy;depth;depthAccuracy;eventDate;day;month;year;taxonKey;speciesKey;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordNumber;identifiedBy;dateIdentified;license;rightsHolder;recordedBy;typeStatus;establishmentMeans;lastInterpreted;mediaType;issue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702429494;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:84865;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;myr ved Gjellebekk, rikmyr;Buskerud;Finn Wischmann;;;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.8121;10.2951;71.0;;210.0;;;;1954-07-02T00:00:00Z;2;7;1954;2725388;2725388;PRESERVED_SPECIMEN;O;V;84865;;Finn Wischmann;1954-07-02T00:00:00Z;CC_BY_4_0;;Finn Wischmann;;;2019-09-27T08:10:19.215Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702231721;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:35134;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;myr ved Gjellebekk;Buskerud;Finn Wischmann;;;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.8121;10.2951;71.0;;210.0;;;;1962-06-25T00:00:00Z;25;6;1962;2725388;2725388;PRESERVED_SPECIMEN;O;V;35134;;Finn Wischmann;1962-06-25T00:00:00Z;CC_BY_4_0;;Finn Wischmann;;;2019-09-27T08:07:22.458Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701831418;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:24825;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Gjellebekk;Buskerud;Finn Wischmann;;;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.8104;10.2925;1803.0;;;;;;1974-08-09T00:00:00Z;9;8;1974;2725388;2725388;PRESERVED_SPECIMEN;O;V;24825;HR 18846;Finn Wischmann;1991-01-01T00:00:00Z;CC_BY_4_0;;Halfdan Rui;;;2019-09-27T08:06:31.563Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701336471;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:55882;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;N-enden av Ulltveitvatn;Buskerud;Kjell Ivar Flatberg, Eirik Vik;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;60.1361;10.3592;707.0;;;;;;1970-07-28T00:00:00Z;28;7;1970;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;55882;;Kjell Ivar Flatberg, Eirik Vik;1970-07-28T00:00:00Z;CC_BY_4_0;;Kjell Ivar Flatberg, Eirik Vik;;;2019-09-20T17:27:22.871Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187119093;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:55885;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;N-enden av Ulltveitvatn;Buskerud;Kjell Ivar Flatberg, Eirik Vik;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;60.1361;10.3592;707.0;;;;;;1970-07-26T00:00:00Z;26;7;1970;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;55885;;Kjell Ivar Flatberg, Eirik Vik;1970-07-26T00:00:00Z;CC_BY_4_0;;Kjell Ivar Flatberg, Eirik Vik;;;2019-09-20T17:27:22.847Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187119091;d29d79fd-2dc4-4ef5-89b8-cdf66994de0d;urn:catalog:TRH:V:55883;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Gjellebekkmyrene;Buskerud;Kjell Ivar Flatberg, Eirik Vik;;;a8144f37-5ff7-4137-9400-94b5b2ea4ec4;59.8135;10.2925;707.0;;;;;;1970-07-28T00:00:00Z;28;7;1970;2725388;2725388;PRESERVED_SPECIMEN;TRH;V;55883;;Kjell Ivar Flatberg, Eirik Vik;1970-07-28T00:00:00Z;CC_BY_4_0;;Kjell Ivar Flatberg, Eirik Vik;;;2019-09-20T17:27:23.008Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1701628116;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:286812;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Nordvestsida av Ultveitvatnet,;Buskerud;Kåre Arnstein Lye;;;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;60.1481;10.3354;71.0;;158.0;;;;2005-09-28T00:00:00Z;28;9;2005;2725388;2725388;PRESERVED_SPECIMEN;O;V;286812;no. 29362;Kåre Arnstein Lye;2005-09-28T00:00:00Z;CC_BY_4_0;;Kåre Arnstein Lye;;;2019-09-27T08:06:51.202Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702391719;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:645267;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Lier: Gjellebekkmyra;Buskerud;Malene Nygård, Heidi Solstad, Reidar Elven;;;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.8116;10.2922;1.0;;;;;;2014-06-18T00:00:00Z;18;6;2014;2725388;2725388;PRESERVED_SPECIMEN;O;V;645267;;Malene Nygård, Heidi Solstad, Reidar Elven;2014-06-18T00:00:00Z;CC_BY_4_0;;Malene Nygård, Heidi Solstad, Reidar Elven;;;2019-09-27T08:09:47.055Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702391675;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:645272;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Lier: Tranby: Haugerudmyra;Buskerud;Malene Nygård, Heidi Solstad, Reidar Elven;;;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.8156;10.2789;1.0;;;;;;2014-06-18T00:00:00Z;18;6;2014;2725388;2725388;PRESERVED_SPECIMEN;O;V;645272;;Malene Nygård, Heidi Solstad, Reidar Elven;2014-06-18T00:00:00Z;CC_BY_4_0;;Malene Nygård, Heidi Solstad, Reidar Elven;;;2019-09-27T08:09:47.290Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702391554;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:645271;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Lier: Tranby: Haugerudmyra;Buskerud;Malene Nygård, Heidi Solstad, Reidar Elven;;;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.815;10.2748;707.0;;;;;;2014-06-18T00:00:00Z;18;6;2014;2725388;2725388;PRESERVED_SPECIMEN;O;V;645271;;Malene Nygård, Heidi Solstad, Reidar Elven;2014-06-18T00:00:00Z;CC_BY_4_0;;Malene Nygård, Heidi Solstad, Reidar Elven;;;2019-09-27T08:09:47.447Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702204403;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:300664;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex cf. lepidocarpa;Tausch;NO;Norderhov: Ultveitvann;Buskerud;R. Elven;;;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;60.1466;10.3417;707.0;;;;;;1957-09-08T00:00:00Z;8;9;1957;2725388;2725388;PRESERVED_SPECIMEN;O;V;300664;;R. Elven;2007-10-12T00:00:00Z;CC_BY_4_0;;Finn Wischmann;;;2019-09-27T08:06:59.673Z;STILLIMAGE;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1702317531;e45c7d91-81c6-4455-86e3-2965a5739b1f;urn:catalog:O:V:494828;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;Carex lepidocarpa;;SPECIES;Carex lepidocarpa Tausch;Carex lepidocarpa;Tausch;NO;Lier: myr nær motorveien sør for Griserudmyra;Buskerud;Reidar Elven;;;f314b0b0-e3dc-11d9-8d81-b8a03c50a862;59.8099;10.2951;71.0;;210.0;;;;2010-07-21T00:00:00Z;21;7;2010;2725388;2725388;PRESERVED_SPECIMEN;O;V;494828;2010-99;Reidar Elven;2011-01-15T00:00:00Z;CC_BY_4_0;;Harald Bratli;;;2019-09-27T08:08:39.966Z;;GEODETIC_DATUM_ASSUMED_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
